Future ask prices and ask volumes , bid prices and bid volumes,
147100,147200,147400,148000,152000,1000,3400,1000,2000,1000,146900,146600,146300,113000,0,13000,1000,1000,2000,0
147100,147200,147400,148000,152200,9400,9740,4000,2000,1000,146900,146800,146600,146300,146000,5000,3000,1000,1000,2000
147100,147200,147300,147400,148000,10400,12740,2000,4000,2000,146300,146000,145400,117200,112900,1000,2000,1000,1000,2000
147100,147200,147400,148000,148600,9410,12000,1000,2000,1000,146900,146700,146600,146500,146300,3450,3000,1000,1000,1000
147300,147400,147500,147600,148000,6000,1000,1000,1000,2000,147000,146900,146800,146700,146600,6000,12450,4000,1000,2000
147200,147300,147400,147500,147600,1000,9000,11400,1000,3000,147100,147000,146900,146800,146700,1000,14740,16000,1000,1000
147100,147200,147300,147400,147800,9400,11000,9000,14000,1000,147000,146900,146800,146600,146500,900,5000,2000,2000,1000
147100,147200,147300,147400,147700,20,1400,10000,14000,1000,147000,146900,146800,146700,146600,5640,13000,2000,1000,2000
147000,147100,147200,147300,147400,9400,12010,13000,11000,10000,146800,146700,146500,146400,146300,10000,1000,1000,1000,1000
147100,147200,147300,147400,147500,13400,10000,12000,10000,1000,146900,146800,146700,146600,146500,5720,9720,1000,4000,1000
147000,147100,147200,147300,147400,9400,10710,13000,11000,10000,146800,146700,146500,146400,146300,3000,9000,1000,1000,1000
147000,147100,147200,147300,147400,11400,10710,13000,11000,10000,146700,146500,146400,146300,146200,1000,9000,1000,1000,1000
147000,147100,147200,147300,147400,11400,10710,13000,11000,10000,146700,146500,146400,146300,146200,1000,9000,1000,1000,1000
147000,147100,147200,147300,147400,9400,12000,10000,11000,10000,146800,146700,146500,146400,146300,12000,9000,10000,1000,1000
147000,147100,147200,147300,147400,9000,12400,10000,11000,10000,146800,146700,146600,146500,146400,13000,9000,3000,10000,1000
147000,147100,147200,147300,147400,1000,12400,10000,11000,10000,146800,146700,146600,146500,146400,13000,9000,3000,10000,1000
147000,147100,147200,147300,147400,14120,9000,10000,11000,3000,146800,146700,146600,146500,146400,2000,3000,1000,12000,2000
147000,147100,147200,147300,147400,13400,9000,10000,11000,3000,146800,146700,146600,146500,146400,5000,11000,1000,13000,2000
147000,147100,147200,147300,147400,15130,9000,12000,12000,3000,146800,146700,146600,146500,146400,2000,3000,1000,11000,2000
